zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index
27539367,Sold,Sugar Land,240000.0,3.0,2.0,2177.0,"2403 Parkhaven Dr, Sugar Land, TX 77478",2403 Parkhaven Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Honey, we're home! Impeccably maintained Sugar Land, all brick home, with tons of upgrades. Upon entry you are welcomed to a beautiful formal dining room and library. Brand new hardwoods, new plush Tempur-Pedic cushioned carpet and tile warm your flooring thoughout this fabulous home. The custom kitchen has beautiful cabinetry with granite countertops, a center island and ""like new"" stainless steel appliances that await your delicious creations. Your open living area encourages loads of family fun and entertainment with custom built-ins and a fireplace for ambiance and cool nights. Unwind in the huge master retreat with its very own romantic fireplace and cozy sitting area! Beautiful tile, separate dual vanities, a separate shower and a jetted tub amaze you in this outstanding master bath. The fabulous covered patio and huge backyard encourage hours of family fun. New paint. Recent HVAC. This home is minutes from schools and the amenities of Eldridge Park. Neighborhood private pool.More",Single Family,1999.0,Other,Central,2.0,No Data,7200.0,,,,,,,9.0,8.0,8.0,,,29.656232,-95.618724,http://www.zillow.com/homedetails/2403-Parkhaven-Dr-Sugar-Land-TX-77478/27539367_zpid/,242690,220848,266959,1750,1663,1890,02/26/19,241260.0,,,,,,
27539405,Sold,Sugar Land,145000.0,3.0,2.0,1718.0,"2406 Parkhaven Dr, Sugar Land, TX 77478",2406 Parkhaven Dr,Sugar Land,TX,77478,Sold,,,,"2406 Parkhaven Dr, Sugar Land, TX is a single family home that contains 1,718 sq ft and was built in 1998. It contains 3 bedrooms and 2 bathrooms. This home last sold for $145,000 in May 2018. The Zestimate for this house is $148,085, which has increased by $269 in the last 30 days. The Rent Zestimate for this home is $1,600/mo. More",Single Family,1998.0,Other,Central,2.0,No Data,6577.0,,,,,,,9.0,8.0,8.0,,,29.656343,-95.618183,http://www.zillow.com/homedetails/2406-Parkhaven-Dr-Sugar-Land-TX-77478/27539405_zpid/,148085,134757,162893,1600,1504,1744,05/07/18,148085.0,,,,,,
27540798,For Sale,Missouri City,188000.0,4.0,2.0,1974.0,"1006 Bolton Dr, Missouri City, TX 77489",1006 Bolton Dr,Missouri City,TX,77489,For sale,92.0,2786.0,66.0,"Beautiful one story full brick home featuring 4 bedrooms, 2 full baths, with a huge Living room and a formal dining room. This property has been well maintained and nicely landscaped . The neighborhood is very nice and quiet. NO HOA. Located only 5 minutes away from Beltway 8. The Big Backyard features a gazebo with mature trees. Property has never flooded. Don't miss this opportunity this is a must see",Single Family,1979.0,Other,Central,2.0,,9478.0,95.0,2.0,Yes,1.0,1979.0,1173.0,3.0,3.0,2.0,,,29.615361,-95.526341,http://www.zillow.com/homedetails/1006-Bolton-Dr-Missouri-City-TX-77489/27540798_zpid/,179993,169193,188993,1675,1407,1792,,,,,,,,
27544377,Sold,Sugar Land,81000.0,3.0,2.0,2491.0,"4523 Devonshire St, Sugar Land, TX 77479",4523 Devonshire St,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Gorgeous Highly Sought after 1 Story in Desired Commonwealth. Corner/Cul-de-sac lot with Greenbelt & Water View. Open Kitchen Concept Floor Plan. New Exterior Paint. Updated Master Bath & Hall Bath. Kitchen with Granite Counter Tops & Plenty of Cabinet Storage. Dining Room with Double Crown Molding, Chair Rails & a Large Window with an Arched Transom Accent. Family Room Features a Gas Log Fireplace with Marble Accent & Wood Mantle. This room also has 18'' Tile Flooring in most of the rooms. New roof.More",Single Family,1993.0,Other,Central,2.0,70.0,9583.0,,,,,,,10.0,10.0,10.0,,,29.55613,-95.617349,http://www.zillow.com/homedetails/4523-Devonshire-St-Sugar-Land-TX-77479/27544377_zpid/,351547,333970,369124,2450,2107,2793,10/16/19,351547.0,,,,,,
27545527,Sold,Sugar Land,235000.0,4.0,3.0,1976.0,"702 Venice St, Sugar Land, TX 77478",702 Venice St,Sugar Land,TX,77478,Sold,,,,"702 Venice St, Sugar Land, TX is a single family home that contains 1,976 sq ft and was built in 1965. It contains 4 bedrooms and 3 bathrooms. This home last sold for $235,000 in October 2019. The Zestimate for this house is $235,430, which has increased by $78 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1965.0,Other,Central,2.0,No Data,0.27,,,,,,,8.0,8.0,8.0,,,29.612389,-95.630075,http://www.zillow.com/homedetails/702-Venice-St-Sugar-Land-TX-77478/27545527_zpid/,236021,214779,259623,1750,1627,1943,10/18/19,235430.0,,,,,,
27545619,Sold,Sugar Land,220000.0,3.0,2.0,2065.0,"156 Dogwood St, Sugar Land, TX 77478",156 Dogwood St,Sugar Land,TX,77478,Sold,,,,"156 Dogwood St, Sugar Land, TX is a single family home that contains 2,065 sq ft and was built in 1970. It contains 3 bedrooms and 2 bathrooms. This home last sold for $220,000 in March 2018. The Zestimate for this house is $300,121, which has decreased by $1,112 in the last 30 days. The Rent Zestimate for this home is $1,900/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1970.0,Other,Central,2.0,No Data,8250.0,,,,,,,8.0,8.0,8.0,,,29.609838,-95.633914,http://www.zillow.com/homedetails/156-Dogwood-St-Sugar-Land-TX-77478/27545619_zpid/,301585,274442,331743,1900,1710,1995,03/21/18,300121.0,,,,,,
27549315,Sold,Sugar Land,210000.0,3.0,2.0,1329.0,"2722 Chimneystone Cir, Sugar Land, TX 77479",2722 Chimneystone Cir,Sugar Land,TX,77479,Sold,,,,"2722 Chimneystone Cir, Sugar Land, TX is a single family home that contains 1,329 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. This home last sold for $210,000 in May 2018. The Zestimate for this house is $211,266, which has decreased by $875 in the last 30 days. The Rent Zestimate for this home is $1,550/mo. More",Single Family,1983.0,Other,Central,2.0,No Data,5776.0,,,,,,,8.0,10.0,10.0,,,29.584995,-95.595334,http://www.zillow.com/homedetails/2722-Chimneystone-Cir-Sugar-Land-TX-77479/27549315_zpid/,212408,193291,233649,1550,1410,1643,05/09/18,211266.0,,,,,,
27549318,For Sale,Sugar Land,212000.0,3.0,2.0,1329.0,"2734 Chimneystone Cir, Sugar Land, TX 77479",2734 Chimneystone Cir,Sugar Land,TX,77479,For sale,9.0,1007.0,49.0,"Darling one story home in Chimneystone. 3/2/2, large covered patio, and beautifully landscaped large backyard. Kitchen granite w/backsplash, and there are new bathroom vanities and sink fixtures. There are tile and ''hand scraped'' laminate floors thruout with no carpet and the master bedroom and family room have vaulted ceilings. Great location right across the street from the pool and tennis courts. Fresh paint and recent blinds too!",Single Family,1983.0,Other,Central,2.0,37.0,5941.0,160.0,2.0,Yes,1.0,1983.0,1369.0,8.0,10.0,10.0,,,29.58482,-95.594855,http://www.zillow.com/homedetails/2734-Chimneystone-Cir-Sugar-Land-TX-77479/27549318_zpid/,202562,192434,212690,1400,1302,1582,,,,,,,,
27549392,Sold,Sugar Land,186750.0,2.0,2.0,1228.0,"2910 Old Fort Rd, Sugar Land, TX 77479",2910 Old Fort Rd,Sugar Land,TX,77479,Sold,,,,"2910 Old Fort Rd, Sugar Land, TX is a single family home that contains 1,228 sq ft and was built in 1982. It contains 2 bedrooms and 2 bathrooms. This home last sold for $186,750 in July 2017. The Zestimate for this house is $192,970, which has decreased by $528 in the last 30 days. The Rent Zestimate for this home is $1,500/mo, which has decreased by $8/mo in the last 30 days. More",Single Family,1982.0,Other,Central,2.0,No Data,10450.0,,,,,,,8.0,10.0,10.0,,,29.582221,-95.594428,http://www.zillow.com/homedetails/2910-Old-Fort-Rd-Sugar-Land-TX-77479/27549392_zpid/,193553,174198,214844,1500,1395,1590,07/19/17,192970.0,,,,,,
27549485,Sold,Sugar Land,184263.0,3.0,2.0,1371.0,"2803 Kettle Run, Sugar Land, TX 77479",2803 Kettle Run,Sugar Land,TX,77479,Sold,,,,"2803 Kettle Run, Sugar Land, TX is a single family home that contains 1,371 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $184,263 in March 2017. The Zestimate for this house is $191,675, which has decreased by $560 in the last 30 days. The Rent Zestimate for this home is $1,500/mo. More",Single Family,1982.0,Other,Central,2.0,No Data,0.26,,,,,,,8.0,10.0,10.0,,,29.58439,-95.591977,http://www.zillow.com/homedetails/2803-Kettle-Run-Sugar-Land-TX-77479/27549485_zpid/,192775,173498,213980,1500,1425,1665,03/20/17,191675.0,,,,,,
27549537,Sold,Sugar Land,180000.0,3.0,2.0,1329.0,"3003 Old Fort Rd, Sugar Land, TX 77479",3003 Old Fort Rd,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Cute one story in sought after Chimneystone. Zoned to all great schools. Big living room with high ceilings. 2 inch blinds throughout. Nice size backyard. Kitchen with gas cooktop.More,Single Family,1982.0,Other,Central,1.0,37.0,6185.0,,,,,,,8.0,10.0,10.0,,,29.582403,-95.593299,http://www.zillow.com/homedetails/3003-Old-Fort-Rd-Sugar-Land-TX-77479/27549537_zpid/,180694,164432,198763,1500,1410,1650,07/22/19,180103.0,,,,,,
27549624,Sold,Sugar Land,219000.0,3.0,2.0,1418.0,"3407 Sam Houston Dr, Sugar Land, TX 77479",3407 Sam Houston Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.WELCOME TO THIS PRIME CHIMNEY STONE LOCATION, COZY ONE STORY 3 BEDROOM 2 BATH OFFERING IN THE HEART OF SUGAR LAND! CENTRAL LOCATION PROVIDES EASY ACCESS TO I-69/HWY 59, SHOPPING, HEALTH SERVICES AND MORE! BRAND NEW AC SYSTEM INSTALLED IN 2018, DOUBLE-PANED WINDOWS THROUGHOUT INSTALLED IN 2017, NEW SS APPLIANCES AND MUCH MUCH MORE! THIS ONE WON'T LAST LONG!!More",Single Family,1982.0,Other,Central,1.0,37.0,6860.0,,,,,,,8.0,10.0,10.0,,,29.579156,-95.594012,http://www.zillow.com/homedetails/3407-Sam-Houston-Dr-Sugar-Land-TX-77479/27549624_zpid/,219789,200008,241768,1550,1426,1690,09/04/19,219244.0,,,,,,
27549713,Sold,Sugar Land,194900.0,3.0,2.0,1374.0,"3515 Cabin Pl, Sugar Land, TX 77479",3515 Cabin Pl,Sugar Land,TX,77479,Sold,,,,"3515 Cabin Pl, Sugar Land, TX is a single family home that contains 1,374 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. This home last sold for $194,900 in June 2019. The Zestimate for this house is $194,987, which has decreased by $849 in the last 30 days. The Rent Zestimate for this home is $1,495/mo, which has decreased by $3/mo in the last 30 days. More",Single Family,1983.0,Other,Central,2.0,39.0,6534.0,,,,,,,8.0,10.0,10.0,,,29.577749,-95.592504,http://www.zillow.com/homedetails/3515-Cabin-Pl-Sugar-Land-TX-77479/27549713_zpid/,195800,178178,215380,1495,1420,1600,06/25/19,194987.0,,,,,,
27549738,Sold,Sugar Land,208000.0,3.0,2.0,1263.0,"3303 W Heatherock Cir, Sugar Land, TX 77479",3303 W Heatherock Cir,Sugar Land,TX,77479,Sold,,,,"3303 W Heatherock Cir, Sugar Land, TX is a single family home that contains 1,263 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. This home last sold for $208,000 in June 2017. The Zestimate for this house is $215,496, which has decreased by $626 in the last 30 days. The Rent Zestimate for this home is $1,575/mo, which has decreased by $25/mo in the last 30 days. More",Single Family,1983.0,Other,Central,2.0,No Data,7034.0,,,,,,,8.0,10.0,10.0,,,29.57659,-95.594299,http://www.zillow.com/homedetails/3303-W-Heatherock-Cir-Sugar-Land-TX-77479/27549738_zpid/,216317,194685,240112,1550,1457,1690,06/01/17,215496.0,,,,,,
27549744,Sold,Sugar Land,218000.0,3.0,2.0,1285.0,"3327 W Heatherock Cir, Sugar Land, TX 77479",3327 W Heatherock Cir,Sugar Land,TX,77479,Sold,,,,"3327 W Heatherock Cir, Sugar Land, TX is a single family home that contains 1,285 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. This home last sold for $218,000 in August 2017. The Zestimate for this house is $224,998, which has decreased by $600 in the last 30 days. The Rent Zestimate for this home is $1,600/mo, which has increased by $2/mo in the last 30 days. More",Single Family,1983.0,Other,Central,2.0,No Data,6669.0,,,,,,,8.0,10.0,10.0,,,29.576362,-95.593229,http://www.zillow.com/homedetails/3327-W-Heatherock-Cir-Sugar-Land-TX-77479/27549744_zpid/,225634,203071,250454,1600,1456,1792,08/11/17,224998.0,,,,,,
27549748,Sold,Sugar Land,204500.0,4.0,2.0,1302.0,"3114 W Heatherock Cir, Sugar Land, TX 77479",3114 W Heatherock Cir,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Location, location, location! Affordable home on a corner lot in First Colony. Walk to park and elementary school. Zoned to Clements High. This home features high ceilings in den and kitchen. Four bedrooms and 2 baths. Seller has replaced the siding with Hardie plank. Great opportunity to live in Sugar Land.More",Single Family,1983.0,Other,Central,2.0,No Data,6019.0,,,,,,,8.0,10.0,10.0,,,29.577768,-95.594159,http://www.zillow.com/homedetails/3114-W-Heatherock-Cir-Sugar-Land-TX-77479/27549748_zpid/,208772,189983,229649,1500,1410,1695,06/03/18,207649.0,,,,,,
27550421,Sold,Sugar Land,230000.0,4.0,2.0,2187.0,"2723 Colony Dr, Sugar Land, TX 77479",2723 Colony Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.One story home features 4 beds 2 full baths, formal dining area and a large family room with high ceilings. Kitchen cabinets have been painted, granite counter tops and travertine backsplash just installed. New tile, tubs and fixtures in both bathrooms. Laminate floors and carpet have been recently replaced along with water heater. All light switches, outlets, hinges and door knobs. Property has double pain windows and was also recently painted on the inside.More",Single Family,1978.0,Other,Central,2.0,12.0,7705.0,,,,,,,8.0,10.0,10.0,,,29.584841,-95.607001,http://www.zillow.com/homedetails/2723-Colony-Dr-Sugar-Land-TX-77479/27550421_zpid/,236020,212418,261982,1793,1667,1883,01/26/18,234993.0,,,,,,
27550797,Sold,Sugar Land,223500.0,4.0,2.0,2259.0,"2722 Green Fields Dr, Sugar Land, TX 77479",2722 Green Fields Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.LOCATION - LOCATION! Popular one story floor plan in the heart of First Colony. HUGE PRICE DROP!! Look at all the big-ticket items that have recently been updated - Double pane windows thru-out (2010), water heater (2014), garbage disposal, kitchen faucet (2015) roof (2002) AC (2004). Both formals, large family room w/ fireplace and wet bar means lots of living and entertaining space. And custom built-ins in family room for added convenience. Split bedroom plan for privacy. Exterior features include spacious 2 car garage, patio-deck area and relaxing spa! Just a few cosmetic changes will make this home brand new. Great schools, easy access to Williams Trace and Hwy 6.More",Single Family,1982.0,Other,Central,2.0,12.0,7457.0,,,,,,,8.0,10.0,10.0,,,29.581478,-95.608093,http://www.zillow.com/homedetails/2722-Green-Fields-Dr-Sugar-Land-TX-77479/27550797_zpid/,228622,208046,251484,1800,1656,1980,04/10/18,227436.0,,,,,,
27550918,Sold,Sugar Land,220000.0,3.0,2.5,2018.0,"2931 Pepper Wood Dr, Sugar Land, TX 77479",2931 Pepper Wood Dr,Sugar Land,TX,77479,Sold,,,,"2931 Pepper Wood Dr, Sugar Land, TX is a single family home that contains 2,018 sq ft and was built in 1985. It contains 3 bedrooms and 2.5 bathrooms. This home last sold for $220,000 in February 2018. The Zestimate for this house is $224,409, which has decreased by $793 in the last 30 days. The Rent Zestimate for this home is $1,700/mo. More",Single Family,1985.0,Other,Central,2.0,12.0,8476.0,,,,,,,8.0,10.0,10.0,,,29.5825,-95.612369,http://www.zillow.com/homedetails/2931-Pepper-Wood-Dr-Sugar-Land-TX-77479/27550918_zpid/,225474,202927,250276,1725,1604,1846,02/26/18,224409.0,,,,,,
27550938,Sold,Sugar Land,150000.0,3.0,3.0,2120.0,"2915 Field Line Dr, Sugar Land, TX 77479",2915 Field Line Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.STUNNING HOME CLOSE TO SCHOOLS & SHOPPING! COMPLETELY UPDATED FROM TOP TO BOTTOM WITH BEAUTIFUL FLOORING, PAINT, STAINLESS APPLIANCES! STUNNING QUARTZ COUNTERTOPS, FARMHOUSE SINK, HIGH CEILINGS AND VERY OPEN FLOORPLAN. NEWER ROOF, NEW HVAC SYSTEM (COIL, CONDENSER, HEAT) NEW WATER HEATER & SO MUCH MORE! SCHEDULE YOUR SHOWING TODAY!More",Single Family,1983.0,Other,Central,2.0,12.0,6469.0,,,,,,,8.0,10.0,10.0,,,29.582443,-95.611225,http://www.zillow.com/homedetails/2915-Field-Line-Dr-Sugar-Land-TX-77479/27550938_zpid/,268712,244528,295583,1800,1638,1944,07/25/18,268712.0,,,,,,
