zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index,rent estimate,closing cost,prop tax,total project cost,down payment,loan amount,monthly p&i,total cash needed,vacancy expense,repair expense,capex expense,management expense,hoa expense,monthly expenses,monthly cashflow,cash on cash roi
27539073,Sold,Sugar Land,238500.0,4.0,3.0,1873.0,"13019 Careywood Dr, Sugar Land, TX 77478",13019 Careywood Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Split level floor plan, High 2nd floor ceilings, granite counter tops, stainless steel appliances, hard wood floors, gas wood burning tiled fireplace, Master bedroom has own private bathroom with separate shower and tub, game room could be used as a 4th bedroom, private patio and pool with separate pool house, two car garageMore",Single Family,1988.0,Other,Central,2.0,43.0,6098.0,,,,,,,9.0,8.0,8.0,,,29.648921,-95.61178699999999,http://www.zillow.com/homedetails/13019-Careywood-Dr-Sugar-Land-TX-77478/27539073_zpid/,242776.0,220926.0,267054.0,1750.0,1610.0,1890.0,07/30/18,241662.0,,,,,,,1750.0,8497.16,5341.072000000001,253273.16,60694.0,182082.0,895.7339924753319,69191.16,87.5,87.5,87.5,140.0,43.0,1986.3233258086652,-236.32332580866523,-4.09861593548075
27539077,Sold,Sugar Land,225000.0,3.0,3.0,1776.0,"13003 Careywood Dr, Sugar Land, TX 77478",13003 Careywood Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.UPDATED! New engineered hardwoods upstairs. Hi efficiency double paned-low E windows. Recent A/C, electrical panel & full gutters. Den-Stone gaslog f/p & crown molding. Kitchen- granite, SS appliances & rich cabinets. Ceiling fans, light fixtures & 2'' blinds. Roof 10yrs old. Sitting area across from breakfast bar. Spacious master with newly remodeled master bath. Tons of storage! Enjoy a tranquil, pool size backyard w/mature trees & extended covered patio. No back neighbors. Lovely home waiting for you!More",Single Family,1989.0,Other,Central,2.0,43.0,5998.0,,,,,,,9.0,8.0,8.0,,,29.649045,-95.611166,http://www.zillow.com/homedetails/13003-Careywood-Dr-Sugar-Land-TX-77478/27539077_zpid/,228529.0,207961.0,251382.0,1700.0,1564.0,1836.0,10/12/18,227937.0,,,,,,,1700.0,7998.515,5027.638000000001,238527.515,57132.25,171396.75,843.168985263762,65130.765,85.0,85.0,85.0,136.0,43.0,1896.1388185970955,-196.13881859709545,-3.61375430361542
27539079,For Sale,Sugar Land,235000.0,3.0,3.0,1934.0,"12923 Careywood Dr, Sugar Land, TX 77478",12923 Careywood Dr,Sugar Land,TX,77478,For sale,10.0,715.0,58.0,"Introducing a lovely 2-story home in the established community of Barrington Place. This home is complete with 3 bedrooms, 2 1/2 bathrooms and a 2-car attached garage. Enjoy a spacious formal living and dining room which opens to the Chef's kitchen, featuring elegant granite countertops, subway tile backsplash and gas cooking. The family boasts a wood-burning fireplace and access to the backyard. Beautiful laminate floors and great natural light flow throughout the main living areas. All 3 bedrooms are upstairs, including a grand Master Suite with a walk-in closet and en-suite bath; boasting his and her sinks, an over-sized soaking tub and separate standing shower. Step outside to a a one-of-a-kind custom deck, pergola and green space for you to make your own. Barrington Place is located near major highways, great local shopping, dining and entertainment. Zoned to Fort Bend ISD schools.",Single Family,1989.0,Other,Central,2.0,37.0,6856.0,122.0,2.0,Yes,2.0,1989.0,1544.0,9.0,8.0,8.0,,,29.649116999999997,-95.61081,http://www.zillow.com/homedetails/12923-Careywood-Dr-Sugar-Land-TX-77478/27539079_zpid/,226598.0,215268.0,237928.0,1650.0,1501.0,1799.0,,,,,,,,,1650.0,7930.93,4985.156,236528.93,56649.5,169948.5,836.0444657912035,64580.43,82.5,82.5,82.5,132.0,37.0,1867.9741324578702,-217.97413245787016,-4.050282089317834
27539231,Sold,Sugar Land,202000.0,4.0,2.0,2057.0,"13203 Rosstown Dr, Sugar Land, TX 77478",13203 Rosstown Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Great investor opportunity for this one-story home situated on a corner lot with open & flowing floor plan that just needs a little TLC and is being sold as-is. Features include living room with vaulted ceiling, wood-burning fireplace & opens to formal dining. Den leads to breakfast room & island kitchen with wood cabinets, gas range & tile floors. Private master suite & bath has dual sinks, tub/shower combo & walk-in closet. Secondary bedrooms w/nearby full bath. Large fenced backyard w/patio.More",Single Family,1989.0,Other,Central,2.0,No Data,8807.0,,,,,,,9.0,8.0,8.0,,,29.655469,-95.614351,http://www.zillow.com/homedetails/13203-Rosstown-Dr-Sugar-Land-TX-77478/27539231_zpid/,209359.0,188423.0,232388.0,1660.0,1560.0,1793.0,07/13/17,208727.0,,,,,,,1660.0,7327.565,4605.898,218686.565,52339.75,157019.25,772.4403274238103,59667.315,83.0,83.0,83.0,132.8,60.0,1798.0651607571435,-138.06516075714353,-2.776699318690178
27539293,For Sale,Sugar Land,218500.0,3.0,2.0,1849.0,"13411 Brittany Dr, Sugar Land, TX 77478",13411 Brittany Dr,Sugar Land,TX,77478,For sale,72.0,934.0,11.0,Stylish and well maintained 3 bedroom home in a desirable community of Barrington place! Spacious floorpan with an open kitchen and living area! Perfect for entertaining! Perfect lot size with plenty of back yard space! Tile floors and modern paint colors throughout the house. Master is spacious and the bathroom is complete with a stand up shower and garden bath tub. Conveniently located to major highways and local retail. Excellent school district! Don't miss out!,Single Family,1990.0,Other,Central,2.0,,7074.0,118.0,2.0,Yes,1.0,1990.0,1402.0,9.0,8.0,8.0,,,29.654856,-95.61816400000001,http://www.zillow.com/homedetails/13411-Brittany-Dr-Sugar-Land-TX-77478/27539293_zpid/,212355.0,201737.0,222973.0,1600.0,1504.0,1744.0,,,,,,,,,1600.0,7432.425,4671.81,221787.425,53088.75,159266.25,783.4942167763662,60521.175,80.0,80.0,80.0,128.0,,,,
27539296,For Sale,Sugar Land,219000.0,4.0,3.0,2312.0,"2303 Parkhaven Dr, Sugar Land, TX 77478",2303 Parkhaven Dr,Sugar Land,TX,77478,For sale,14.0,2038.0,73.0,"Selling AS IS, Home needs some TLC paint and flooring, Priced accordingly below market. Beautiful 2 Story home featuring 2 living areas, Open Kitchen with Granite, Corner Lot giving You a Big backyard. Master with 2 sinks, separate shower and a Walk in Closet. Great location Close to Sugarland Mall, Major shopping areas. Home has a transferrable lifetime foundation warranty. Roof is only two years old. The current A.C is less than two years.",Single Family,1992.0,Other,Central,2.0,345.0,9069.0,95.0,2.0,Yes,2.0,1992.0,1750.0,9.0,8.0,8.0,,,29.654993,-95.61876,http://www.zillow.com/homedetails/2303-Parkhaven-Dr-Sugar-Land-TX-77478/27539296_zpid/,213193.0,202533.0,223853.0,1750.0,1663.0,1890.0,,,,,,,,,1750.0,7461.755,4690.246,222654.755,53298.25,159894.75,786.5860589918007,60760.005,87.5,87.5,87.5,140.0,28.75,1808.689892325134,-58.689892325134,-1.1591156187390175
27539367,Sold,Sugar Land,240000.0,3.0,2.0,2177.0,"2403 Parkhaven Dr, Sugar Land, TX 77478",2403 Parkhaven Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Honey, we're home! Impeccably maintained Sugar Land, all brick home, with tons of upgrades. Upon entry you are welcomed to a beautiful formal dining room and library. Brand new hardwoods, new plush Tempur-Pedic cushioned carpet and tile warm your flooring thoughout this fabulous home. The custom kitchen has beautiful cabinetry with granite countertops, a center island and ""like new"" stainless steel appliances that await your delicious creations. Your open living area encourages loads of family fun and entertainment with custom built-ins and a fireplace for ambiance and cool nights. Unwind in the huge master retreat with its very own romantic fireplace and cozy sitting area! Beautiful tile, separate dual vanities, a separate shower and a jetted tub amaze you in this outstanding master bath. The fabulous covered patio and huge backyard encourage hours of family fun. New paint. Recent HVAC. This home is minutes from schools and the amenities of Eldridge Park. Neighborhood private pool.More",Single Family,1999.0,Other,Central,2.0,No Data,7200.0,,,,,,,9.0,8.0,8.0,,,29.656232,-95.618724,http://www.zillow.com/homedetails/2403-Parkhaven-Dr-Sugar-Land-TX-77478/27539367_zpid/,242690.0,220848.0,266959.0,1750.0,1663.0,1890.0,02/26/19,241260.0,,,,,,,1750.0,8494.15,5339.18,253184.15,60672.5,182017.5,895.4166912455854,69166.65,87.5,87.5,87.5,140.0,60.0,2002.8483579122521,-252.84835791225214,-4.3867677485421455
27539405,Sold,Sugar Land,145000.0,3.0,2.0,1718.0,"2406 Parkhaven Dr, Sugar Land, TX 77478",2406 Parkhaven Dr,Sugar Land,TX,77478,Sold,,,,"2406 Parkhaven Dr, Sugar Land, TX is a single family home that contains 1,718 sq ft and was built in 1998. It contains 3 bedrooms and 2 bathrooms. This home last sold for $145,000 in May 2018. The Zestimate for this house is $148,085, which has increased by $269 in the last 30 days. The Rent Zestimate for this home is $1,600/mo. More",Single Family,1998.0,Other,Central,2.0,No Data,6577.0,,,,,,,9.0,8.0,8.0,,,29.656343,-95.618183,http://www.zillow.com/homedetails/2406-Parkhaven-Dr-Sugar-Land-TX-77478/27539405_zpid/,148085.0,134757.0,162893.0,1600.0,1504.0,1744.0,05/07/18,148085.0,,,,,,,1600.0,5182.975,3257.87,155267.975,37021.25,111063.75,546.3668907787818,42204.225,80.0,80.0,80.0,128.0,60.0,1445.8560574454486,154.14394255455136,4.382801273224699
27540798,For Sale,Missouri City,188000.0,4.0,2.0,1974.0,"1006 Bolton Dr, Missouri City, TX 77489",1006 Bolton Dr,Missouri City,TX,77489,For sale,92.0,2786.0,66.0,"Beautiful one story full brick home featuring 4 bedrooms, 2 full baths, with a huge Living room and a formal dining room. This property has been well maintained and nicely landscaped . The neighborhood is very nice and quiet. NO HOA. Located only 5 minutes away from Beltway 8. The Big Backyard features a gazebo with mature trees. Property has never flooded. Don't miss this opportunity this is a must see",Single Family,1979.0,Other,Central,2.0,,9478.0,95.0,2.0,Yes,1.0,1979.0,1173.0,3.0,3.0,2.0,,,29.615361,-95.526341,http://www.zillow.com/homedetails/1006-Bolton-Dr-Missouri-City-TX-77489/27540798_zpid/,179993.0,169193.0,188993.0,1675.0,1407.0,1792.0,,,,,,,,,1675.0,6299.755,3959.8460000000005,188292.755,44998.25,134994.75,664.0930261130111,51298.005,83.75,83.75,83.75,134.0,,,,
27544377,Sold,Sugar Land,81000.0,3.0,2.0,2491.0,"4523 Devonshire St, Sugar Land, TX 77479",4523 Devonshire St,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Gorgeous Highly Sought after 1 Story in Desired Commonwealth. Corner/Cul-de-sac lot with Greenbelt & Water View. Open Kitchen Concept Floor Plan. New Exterior Paint. Updated Master Bath & Hall Bath. Kitchen with Granite Counter Tops & Plenty of Cabinet Storage. Dining Room with Double Crown Molding, Chair Rails & a Large Window with an Arched Transom Accent. Family Room Features a Gas Log Fireplace with Marble Accent & Wood Mantle. This room also has 18'' Tile Flooring in most of the rooms. New roof.More",Single Family,1993.0,Other,Central,2.0,70.0,9583.0,,,,,,,10.0,10.0,10.0,,,29.55613,-95.617349,http://www.zillow.com/homedetails/4523-Devonshire-St-Sugar-Land-TX-77479/27544377_zpid/,351547.0,333970.0,369124.0,2450.0,2107.0,2793.0,10/16/19,351547.0,,,,,,,2450.0,12304.145,7734.034000000001,365851.145,87886.75,263660.25,1297.0499466698745,100190.895,122.5,122.5,122.5,196.0,70.0,2775.0527800032078,-325.0527800032078,-3.893201433162657
27545527,Sold,Sugar Land,235000.0,4.0,3.0,1976.0,"702 Venice St, Sugar Land, TX 77478",702 Venice St,Sugar Land,TX,77478,Sold,,,,"702 Venice St, Sugar Land, TX is a single family home that contains 1,976 sq ft and was built in 1965. It contains 4 bedrooms and 3 bathrooms. This home last sold for $235,000 in October 2019. The Zestimate for this house is $235,430, which has increased by $78 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1965.0,Other,Central,2.0,No Data,0.27,,,,,,,8.0,8.0,8.0,,,29.612389,-95.630075,http://www.zillow.com/homedetails/702-Venice-St-Sugar-Land-TX-77478/27545527_zpid/,236021.0,214779.0,259623.0,1750.0,1627.0,1943.0,10/18/19,235430.0,,,,,,,1750.0,8260.735,5192.462,246281.735,59005.25,177015.75,870.8110877435178,67265.985,87.5,87.5,87.5,140.0,60.0,1966.0162544101845,-216.0162544101845,-3.8536491406796674
27545619,Sold,Sugar Land,220000.0,3.0,2.0,2065.0,"156 Dogwood St, Sugar Land, TX 77478",156 Dogwood St,Sugar Land,TX,77478,Sold,,,,"156 Dogwood St, Sugar Land, TX is a single family home that contains 2,065 sq ft and was built in 1970. It contains 3 bedrooms and 2 bathrooms. This home last sold for $220,000 in March 2018. The Zestimate for this house is $300,121, which has decreased by $1,112 in the last 30 days. The Rent Zestimate for this home is $1,900/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1970.0,Other,Central,2.0,No Data,8250.0,,,,,,,8.0,8.0,8.0,,,29.609838,-95.633914,http://www.zillow.com/homedetails/156-Dogwood-St-Sugar-Land-TX-77478/27545619_zpid/,301585.0,274442.0,331743.0,1900.0,1710.0,1995.0,03/21/18,300121.0,,,,,,,1900.0,10555.475,6634.87,314140.475,75396.25,226188.75,1112.7126903840285,85951.725,95.0,95.0,95.0,152.0,60.0,2362.6185237173618,-462.61852371736177,-6.458767738062663
27549315,Sold,Sugar Land,210000.0,3.0,2.0,1329.0,"2722 Chimneystone Cir, Sugar Land, TX 77479",2722 Chimneystone Cir,Sugar Land,TX,77479,Sold,,,,"2722 Chimneystone Cir, Sugar Land, TX is a single family home that contains 1,329 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. This home last sold for $210,000 in May 2018. The Zestimate for this house is $211,266, which has decreased by $875 in the last 30 days. The Rent Zestimate for this home is $1,550/mo. More",Single Family,1983.0,Other,Central,2.0,No Data,5776.0,,,,,,,8.0,10.0,10.0,,,29.584995000000003,-95.595334,http://www.zillow.com/homedetails/2722-Chimneystone-Cir-Sugar-Land-TX-77479/27549315_zpid/,212408.0,193291.0,233649.0,1550.0,1410.0,1643.0,05/09/18,211266.0,,,,,,,1550.0,7434.28,4672.976000000001,221842.28,53102.0,159306.0,783.6897628830703,60536.28,77.5,77.5,77.5,124.0,60.0,1789.6044295497372,-239.60442954973723,-4.74963634137553
27549318,For Sale,Sugar Land,212000.0,3.0,2.0,1329.0,"2734 Chimneystone Cir, Sugar Land, TX 77479",2734 Chimneystone Cir,Sugar Land,TX,77479,For sale,9.0,1007.0,49.0,"Darling one story home in Chimneystone. 3/2/2, large covered patio, and beautifully landscaped large backyard. Kitchen granite w/backsplash, and there are new bathroom vanities and sink fixtures. There are tile and ''hand scraped'' laminate floors thruout with no carpet and the master bedroom and family room have vaulted ceilings. Great location right across the street from the pool and tennis courts. Fresh paint and recent blinds too!",Single Family,1983.0,Other,Central,2.0,37.0,5941.0,160.0,2.0,Yes,1.0,1983.0,1369.0,8.0,10.0,10.0,,,29.58482,-95.59485500000001,http://www.zillow.com/homedetails/2734-Chimneystone-Cir-Sugar-Land-TX-77479/27549318_zpid/,202562.0,192434.0,212690.0,1400.0,1302.0,1582.0,,,,,,,,,1400.0,7089.67,4456.3640000000005,211651.67,50640.5,151921.5,747.3624616263063,57730.17,70.0,70.0,70.0,112.0,37.0,1677.726128292973,-277.72612829297304,-5.772914819955799
27549392,Sold,Sugar Land,186750.0,2.0,2.0,1228.0,"2910 Old Fort Rd, Sugar Land, TX 77479",2910 Old Fort Rd,Sugar Land,TX,77479,Sold,,,,"2910 Old Fort Rd, Sugar Land, TX is a single family home that contains 1,228 sq ft and was built in 1982. It contains 2 bedrooms and 2 bathrooms. This home last sold for $186,750 in July 2017. The Zestimate for this house is $192,970, which has decreased by $528 in the last 30 days. The Rent Zestimate for this home is $1,500/mo, which has decreased by $8/mo in the last 30 days. More",Single Family,1982.0,Other,Central,2.0,No Data,10450.0,,,,,,,8.0,10.0,10.0,,,29.582221,-95.59442800000001,http://www.zillow.com/homedetails/2910-Old-Fort-Rd-Sugar-Land-TX-77479/27549392_zpid/,193553.0,174198.0,214844.0,1500.0,1395.0,1590.0,07/19/17,192970.0,,,,,,,1500.0,6774.355,4258.166,202327.355,48388.25,145164.75,714.1233130357938,55162.604999999996,75.0,75.0,75.0,120.0,60.0,1673.9704797024606,-173.97047970246058,-3.7845307639650576
27549485,Sold,Sugar Land,184263.0,3.0,2.0,1371.0,"2803 Kettle Run, Sugar Land, TX 77479",2803 Kettle Run,Sugar Land,TX,77479,Sold,,,,"2803 Kettle Run, Sugar Land, TX is a single family home that contains 1,371 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $184,263 in March 2017. The Zestimate for this house is $191,675, which has decreased by $560 in the last 30 days. The Rent Zestimate for this home is $1,500/mo. More",Single Family,1982.0,Other,Central,2.0,No Data,0.26,,,,,,,8.0,10.0,10.0,,,29.584390000000003,-95.591977,http://www.zillow.com/homedetails/2803-Kettle-Run-Sugar-Land-TX-77479/27549485_zpid/,192775.0,173498.0,213980.0,1500.0,1425.0,1665.0,03/20/17,191675.0,,,,,,,1500.0,6747.125,4241.05,201522.125,48193.75,144581.25,711.252843771345,54940.875,75.0,75.0,75.0,120.0,60.0,1669.6736771046785,-169.67367710467852,-3.7059550384957327
27549537,Sold,Sugar Land,180000.0,3.0,2.0,1329.0,"3003 Old Fort Rd, Sugar Land, TX 77479",3003 Old Fort Rd,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Cute one story in sought after Chimneystone. Zoned to all great schools. Big living room with high ceilings. 2 inch blinds throughout. Nice size backyard. Kitchen with gas cooktop.More,Single Family,1982.0,Other,Central,1.0,37.0,6185.0,,,,,,,8.0,10.0,10.0,,,29.582403000000003,-95.593299,http://www.zillow.com/homedetails/3003-Old-Fort-Rd-Sugar-Land-TX-77479/27549537_zpid/,180694.0,164432.0,198763.0,1500.0,1410.0,1650.0,07/22/19,180103.0,,,,,,,1500.0,6324.29,3975.2680000000005,189018.29,45173.5,135520.5,666.6794000903615,51497.79,75.0,75.0,75.0,120.0,37.0,1579.9517334236948,-79.9517334236948,-1.8630329594422161
